   2.0000000e+01  -5.3679230e-05  -1.6437129e-04
   2.2000000e+01  -1.1635461e-04   2.7532435e-05
   2.4000000e+01   1.6030188e-04   1.0973694e-04
   2.6000000e+01  -1.8825988e-05   1.7469594e-04
   2.8000000e+01   1.1503562e-04   1.1267083e-04
   3.0000000e+01  -2.7277615e-05   1.9518038e-04
   3.2000000e+01   1.0763672e-04   2.0980646e-05
   3.4000000e+01  -1.4055318e-04  -1.0371193e-05
   3.6000000e+01   1.2993958e-04   2.1546847e-05
   3.8000000e+01  -3.6710022e-05   1.0944488e-04
   4.0000000e+01  -5.4645849e-05   6.0917519e-05
   4.2000000e+01  -3.8990310e-05  -2.4068348e-05
   4.4000000e+01  -1.1808021e-04  -2.4641116e-05
   4.6000000e+01   2.5519544e-05   1.3524535e-05
   4.8000000e+01   6.8509040e-05  -1.7052483e-05
   5.0000000e+01  -9.6188019e-05  -1.0004911e-04
   5.2000000e+01   1.2756212e-02  -6.9821243e-04
   5.4000000e+01   1.1172933e-04   4.6778983e-05
   5.6000000e+01   1.2345693e-05  -6.2802715e-05
   5.8000000e+01   2.6876015e-05  -5.0877283e-05
   6.0000000e+01  -7.7087283e-05   7.6350247e-05
   6.2000000e+01   2.2065029e-05   2.4394249e-05
   6.4000000e+01  -5.5210992e-05  -1.1931033e-04
   6.6000000e+01  -8.0224942e-06   4.3980361e-05
   6.8000000e+01   6.1296769e-05  -8.9192331e-05
   7.0000000e+01  -2.8328944e-05   3.5052592e-05
   7.2000000e+01   3.5611547e-05  -9.0020324e-05
   7.4000000e+01  -2.3483150e-05  -5.5417010e-05
   7.6000000e+01  -3.5993924e-05  -6.2796846e-05
   7.8000000e+01  -1.3166348e-04  -2.5494513e-05
   8.0000000e+01   7.6361055e-06   6.1466820e-05
   8.2000000e+01  -6.2324148e-05   4.4598794e-05
   8.4000000e+01   1.7538770e-05  -3.9063405e-05
   8.6000000e+01  -4.0349500e-05   4.8717887e-05
   8.8000000e+01  -4.7405706e-05  -4.7644055e-06
   9.0000000e+01   9.3088015e-05   1.4149941e-05
   9.2000000e+01   2.8321055e-05  -2.0325783e-07
   9.4000000e+01  -2.1411611e-05   3.1799690e-05
   9.6000000e+01  -2.2945475e-05   3.9374418e-05
   9.8000000e+01  -3.2722423e-05   2.1840537e-05
   1.0000000e+02   6.6699053e-05   7.2567788e-05
   1.0200000e+02   6.3753273e-05  -6.8517729e-05
   1.0400000e+02  -4.2412625e-05  -1.7633148e-05
   1.0600000e+02  -3.7162340e-05   2.3615242e-05
   1.0800000e+02  -3.9291992e-05  -3.4118880e-05
   1.1000000e+02  -2.0083505e-05  -5.5278237e-05
   1.1200000e+02   1.2772366e-05   2.7711157e-07
   1.1400000e+02   6.1918116e-05  -5.5089497e-05
   1.1600000e+02   3.4080540e-06  -5.5755433e-06
   1.1800000e+02   1.5118141e-05   4.6931490e-05
   1.2000000e+02   3.8477570e-05   5.3378452e-06
   1.2200000e+02  -2.3765640e-05  -3.2760981e-05
   1.2400000e+02   1.3237997e-05  -7.4645747e-06
   1.2600000e+02   7.0463049e-06   7.1666312e-05
   1.2800000e+02   1.7343107e-05   9.5578568e-05
   1.3000000e+02  -6.0223558e-06   5.6816523e-05
   1.3200000e+02   6.0060442e-05  -4.1428491e-05
   1.3400000e+02  -2.7046313e-05  -4.0478966e-06
   1.3600000e+02   4.2396752e-05   2.4269814e-05
   1.3800000e+02  -5.9532925e-06   2.2836078e-05
   1.4000000e+02  -5.2633064e-05   5.7345210e-05
   1.4200000e+02  -2.9205291e-05   7.6651113e-06
   1.4400000e+02   5.5250734e-06   1.5467143e-05
